sensor,language,tone,participant,script,time,autocorrelation_mean,autocorrelation_standard deviation,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,jack,t1,6.0,1.2515328611666667e-08,1.429766765854857e-09,1.034199769e-08,1.510854071e-08,0.0
autocorrelations,ch,bus,jack,t1,6.1,1.5235324118333333e-08,2.7413910079002255e-09,1.093968111e-08,1.88125901e-08,0.0
autocorrelations,ch,bus,jack,t1,6.2,1.8638249185e-08,3.1543259064581148e-09,1.450562772e-08,2.337846609e-08,0.0
autocorrelations,ch,bus,jack,t1,6.3,1.8084148424e-08,5.619432627716016e-09,9.856707574e-09,2.477835918e-08,0.0
autocorrelations,ch,bus,jack,t1,6.4,1.7173131860000002e-08,4.511670284935876e-09,1.169556617e-08,2.422956811e-08,0.0
autocorrelations,ch,bus,jack,t1,6.5,1.8452115908333336e-08,3.558127627221081e-09,1.391666841e-08,2.331853528e-08,0.0
autocorrelations,ch,bus,jack,t1,6.6,1.9406981784999997e-08,2.921908090734385e-09,1.553746986e-08,2.298043732e-08,0.0
autocorrelations,ch,bus,jack,t1,6.7,1.7743354611666667e-08,3.3055179744101075e-09,1.429622485e-08,2.228680515e-08,0.0
autocorrelations,ch,bus,jack,t1,6.8,1.5274727601666665e-08,2.153152932967464e-09,1.282004197e-08,1.901130778e-08,0.0
autocorrelations,ch,bus,jack,t1,6.9,1.2655660049333333e-08,2.4740128315820985e-09,9.911963436e-09,1.640904708e-08,0.0
autocorrelations,ch,bus,jack,t1,7.0,9.802540531e-09,3.936406692173855e-09,3.210958799e-09,1.407112473e-08,0.0
autocorrelations,ch,bus,jack,t1,7.1,1.0223165224e-08,5.213347701147999e-09,2.263486385e-09,1.59541641e-08,0.0
autocorrelations,ch,bus,jack,t1,7.2,5.613043227516666e-09,3.988620061209848e-09,-9.583946659e-10,1.061520278e-08,0.0
autocorrelations,ch,bus,jack,t1,7.3,3.537177153333333e-09,5.0634661709299774e-09,-4.820788327e-09,9.713156659e-09,0.0
autocorrelations,ch,bus,jack,t1,7.4,9.295143337000001e-10,4.7659405061875e-09,-3.969655671e-09,8.415248667e-09,0.0
autocorrelations,ch,bus,jack,t1,7.5,5.438403134333333e-10,2.6824704181936153e-09,-2.189698943e-09,5.345056099e-09,0.0
autocorrelations,ch,bus,jack,t1,7.6,1.213072942033333e-09,4.8122942061266305e-09,-5.135774695e-09,6.670017069e-09,0.0
autocorrelations,ch,bus,jack,t1,7.7,2.2465418323333337e-10,1.5428431906343472e-09,-2.299792186e-09,1.845271329e-09,0.0
autocorrelations,ch,bus,jack,t1,7.8,1.1214214455999998e-09,3.079364736589247e-09,-3.105696718e-09,5.186955308e-09,0.0
autocorrelations,ch,bus,jack,t1,7.9,5.467503623333333e-10,2.1156519763061033e-09,-2.418340739e-09,3.25575925e-09,0.0
autocorrelations,ch,bus,jack,t1,8.0,8.083177544166667e-10,2.021867588117527e-09,-1.528136324e-09,4.326365802e-09,0.0
autocorrelations,ch,bus,jack,t1,8.1,2.8680652369333332e-09,3.388588115378028e-09,-2.139344e-09,7.344032808e-09,0.0
autocorrelations,ch,bus,jack,t1,8.2,3.4976575984833335e-09,2.2296400506278026e-09,-8.946223341e-10,5.43818915e-09,0.0
autocorrelations,ch,bus,jack,t1,8.3,2.92611954235e-09,3.2271705980401613e-09,-1.187344383e-09,7.252587996e-09,0.0
autocorrelations,ch,bus,jack,t1,8.4,5.091597127499999e-10,2.9384379611206362e-09,-3.74781531e-09,4.857312129e-09,0.0
autocorrelations,ch,bus,jack,t1,8.5,1.3693102000000002e-09,2.4499808519486023e-09,-2.342838018e-09,4.966620155e-09,0.0
autocorrelations,ch,bus,jack,t1,8.6,7.0845086525e-10,3.6068397573040377e-09,-4.700940872e-09,5.453772895e-09,0.0
autocorrelations,ch,bus,jack,t1,8.7,8.321509696833335e-10,7.193559378661002e-10,-3.321956485e-10,1.811762711e-09,0.0
autocorrelations,ch,bus,jack,t1,8.8,-2.862772958316667e-09,1.3380332024387683e-09,-4.268144444e-09,-4.037764929e-10,0.0
autocorrelations,ch,bus,jack,t1,8.9,-5.4043749111666665e-09,1.040681206571255e-09,-6.603665947e-09,-3.731183364e-09,0.0
autocorrelations,ch,bus,jack,t1,9.0,-4.373596815683334e-09,2.560734988547112e-09,-7.219388836e-09,-6.830426761e-10,0.0
autocorrelations,ch,bus,jack,t1,9.1,-6.002520865333333e-09,2.4325005771471473e-09,-9.854946868e-09,-3.442766521e-09,0.0
autocorrelations,ch,bus,jack,t1,9.2,-8.6902897515e-09,1.985717687299511e-09,-1.156456066e-08,-5.821259028e-09,0.0
autocorrelations,ch,bus,jack,t1,9.3,-1.1544404724666665e-08,1.9177225603144623e-09,-1.420535556e-08,-8.941047828e-09,0.0
autocorrelations,ch,bus,jack,t1,9.4,-1.2806608136666666e-08,2.286530666689175e-09,-1.591066128e-08,-9.97029382e-09,0.0
autocorrelations,ch,bus,jack,t1,9.5,-1.2507286398833332e-08,1.4335267362302605e-09,-1.372304034e-08,-9.617870143e-09,0.0
autocorrelations,ch,bus,jack,t1,9.6,-1.548838967333333e-08,3.025062799052915e-09,-1.904475366e-08,-1.128189839e-08,0.0
autocorrelations,ch,bus,jack,t1,9.7,-1.7567357126666666e-08,1.6437617681421455e-09,-1.97475247e-08,-1.542172289e-08,0.0
autocorrelations,ch,bus,jack,t1,9.8,-1.9094974986666668e-08,3.646433245507174e-09,-2.434651764e-08,-1.367759831e-08,0.0
autocorrelations,ch,bus,jack,t1,9.9,-1.9993766813333333e-08,3.865941199310848e-09,-2.522359632e-08,-1.3784547e-08,0.0
autocorrelations,ch,bus,jack,t1,10.0,-2.226943144333333e-08,6.335411021123591e-09,-3.138149263e-08,-1.450205459e-08,0.0
autocorrelations,ch,bus,jack,t1,10.1,-1.8499995851999997e-08,7.573479519688227e-09,-2.999324907e-08,-9.792083912e-09,0.0
autocorrelations,ch,bus,jack,t1,10.2,-1.6808693077166667e-08,6.92403912831749e-09,-2.605371572e-08,-8.765232077e-09,0.0
autocorrelations,ch,bus,jack,t1,10.3,-1.7018657566666665e-08,8.706760367987415e-09,-3.11861859e-08,-6.728716565e-09,0.0
autocorrelations,ch,bus,jack,t1,10.4,-1.709142815066667e-08,7.866789314415344e-09,-2.769442822e-08,-6.938553801e-09,0.0
autocorrelations,ch,bus,jack,t1,10.5,-1.7260144900000002e-08,4.330564916343072e-09,-2.355036778e-08,-1.101108642e-08,0.0
autocorrelations,ch,bus,jack,t1,10.6,-1.475975402e-08,3.5616648749609734e-09,-1.953542411e-08,-9.57453208e-09,0.0
autocorrelations,ch,bus,jack,t1,10.7,-1.4902293136666666e-08,2.8721701984170403e-09,-1.866720665e-08,-1.066995071e-08,0.0
autocorrelations,ch,bus,jack,t1,10.8,-1.5257680366666667e-08,1.8415467127881547e-09,-1.81045704e-08,-1.27565416e-08,0.0
autocorrelations,ch,bus,jack,t1,10.9,-1.5475209951666668e-08,2.2305876826114678e-09,-1.750043046e-08,-1.179263635e-08,0.0
autocorrelations,ch,bus,jack,t1,11.0,-1.6090815915e-08,2.0523011332805043e-09,-1.93871964e-08,-1.327263988e-08,0.0
autocorrelations,ch,bus,jack,t1,11.1,-1.1044947184833333e-08,1.0390243673739621e-09,-1.263027431e-08,-9.406200419e-09,0.0
autocorrelations,ch,bus,jack,t1,11.2,-9.033669076500001e-09,2.1899054570348065e-09,-1.28197127e-08,-6.381668589e-09,0.0
autocorrelations,ch,bus,jack,t1,11.3,-9.159512905999998e-09,4.377425614675453e-09,-1.4535357e-08,-1.105253785e-09,0.0
autocorrelations,ch,bus,jack,t1,11.4,-5.774607232016666e-09,4.0152918789450285e-09,-1.250513659e-08,3.639781449e-10,0.0
autocorrelations,ch,bus,jack,t1,11.5,-1.3579650744833334e-09,4.771953190788643e-09,-7.229926696e-09,5.47002073e-09,0.0
autocorrelations,ch,bus,jack,t1,11.6,7.570590605e-10,5.6139272558171e-09,-8.591535829e-09,7.110969785e-09,0.0
autocorrelations,ch,bus,jack,t1,11.7,8.141032246833335e-10,4.609731874585119e-09,-4.985608991e-09,6.879660101e-09,0.0
autocorrelations,ch,bus,jack,t1,11.8,-3.203015138e-10,4.339179802950737e-09,-7.149684772e-09,4.634774337e-09,0.0
autocorrelations,ch,bus,jack,t1,11.9,3.0377146354999994e-10,3.249854584032274e-09,-4.200055423e-09,4.559562135e-09,0.0
autocorrelations,ch,bus,jack,t1,12.0,1.5113179716166668e-09,1.9439856521389496e-09,-6.987769134e-10,4.267706434e-09,0.0
autocorrelations,ch,bus,jack,t1,12.1,3.7225098165e-09,1.1829668022727614e-09,1.961508271e-09,5.255108126e-09,0.0
autocorrelations,ch,bus,jack,t1,12.2,6.4489968335e-09,2.01769393483135e-09,3.576662831e-09,9.572778413e-09,0.0
autocorrelations,ch,bus,jack,t1,12.3,1.0912860321333334e-08,2.6345339910524746e-09,8.267578457e-09,1.624576819e-08,0.0
autocorrelations,ch,bus,jack,t1,12.4,1.4596835974999999e-08,2.35780587106955e-09,1.055040025e-08,1.751097427e-08,0.0
autocorrelations,ch,bus,jack,t1,12.5,1.8009429351666666e-08,5.293234531715991e-09,1.133377282e-08,2.590202153e-08,0.0
autocorrelations,ch,bus,jack,t1,12.6,2.1247872616666662e-08,5.048766793705059e-09,1.303160883e-08,2.733750324e-08,0.0
autocorrelations,ch,bus,jack,t1,12.7,2.3004632921666663e-08,4.827328849412872e-09,1.478232775e-08,2.912635874e-08,0.0
autocorrelations,ch,bus,jack,t1,12.8,2.4262827018333335e-08,3.740515501545592e-09,1.8846251e-08,2.883937086e-08,0.0
autocorrelations,ch,bus,jack,t1,12.9,2.1124119698333338e-08,2.6172366039136306e-09,1.748026164e-08,2.409091965e-08,0.0
autocorrelations,ch,bus,jack,t1,13.0,2.4926355070000002e-08,2.704719002814976e-09,2.148221423e-08,2.944841518e-08,0.0
autocorrelations,ch,bus,jack,t1,13.1,2.5766906258333334e-08,1.3492595926776498e-09,2.368707015e-08,2.714758971e-08,0.0
autocorrelations,ch,bus,jack,t1,13.2,2.759794047e-08,8.849465258750112e-10,2.594206117e-08,2.850878011e-08,0.0
autocorrelations,ch,bus,jack,t1,13.3,2.778096854e-08,3.4375658899949946e-09,2.301856597e-08,3.261164158e-08,0.0
autocorrelations,ch,bus,jack,t1,13.4,2.7343171176666665e-08,5.445255946349207e-09,1.977332136e-08,3.378664988e-08,0.0
autocorrelations,ch,bus,jack,t1,13.5,2.7814733385000002e-08,6.018627295247057e-09,2.131572121e-08,3.864766997e-08,0.0
autocorrelations,ch,bus,jack,t1,13.6,2.564630975333333e-08,5.53880241827746e-09,1.906256367e-08,3.408337185e-08,0.0
autocorrelations,ch,bus,jack,t1,13.7,2.3837593375e-08,5.653634067134738e-09,1.640634317e-08,3.256660187e-08,0.0
autocorrelations,ch,bus,jack,t1,13.8,2.3037221928333334e-08,6.364349105938297e-09,1.514418623e-08,3.134399136e-08,0.0
autocorrelations,ch,bus,jack,t1,13.9,2.3744512771666664e-08,6.193063006483252e-09,1.37794422e-08,3.089621588e-08,0.0
autocorrelations,ch,bus,jack,t1,14.0,2.4611929299999998e-08,7.810358804928665e-09,1.340577832e-08,3.549410359e-08,0.0
autocorrelations,ch,bus,jack,t1,14.1,2.3906466501666667e-08,7.963303883527374e-09,1.0785468e-08,3.344876683e-08,0.0
autocorrelations,ch,bus,jack,t1,14.2,2.2293384856666666e-08,7.098146545097997e-09,1.406452544e-08,3.315484788e-08,0.0
autocorrelations,ch,bus,jack,t1,14.3,1.9827003871666668e-08,6.581359223874427e-09,1.257663103e-08,2.983231934e-08,0.0
autocorrelations,ch,bus,jack,t1,14.4,2.0020316018333335e-08,6.48615709675604e-09,1.165807852e-08,2.89497731e-08,0.0
autocorrelations,ch,bus,jack,t1,14.5,1.7815460928333336e-08,7.3205694988775e-09,1.009560301e-08,3.115505896e-08,0.0
autocorrelations,ch,bus,jack,t1,14.6,1.7293569385333334e-08,8.101959684975329e-09,6.978277172e-09,2.735703766e-08,0.0
autocorrelations,ch,bus,jack,t1,14.7,1.59936532425e-08,6.028146897108423e-09,7.480285961e-09,2.280042893e-08,0.0
autocorrelations,ch,bus,jack,t1,14.8,1.6722283513333333e-08,4.118280077661007e-09,1.171664651e-08,2.24708921e-08,0.0
autocorrelations,ch,bus,jack,t1,14.9,1.3390959808333334e-08,1.4300241809709882e-09,1.166525028e-08,1.552307507e-08,0.0
autocorrelations,ch,bus,jack,t1,15.0,9.588787607166667e-09,1.055359936839193e-09,8.424366137e-09,1.170090221e-08,0.0
autocorrelations,ch,bus,jack,t1,15.1,1.0111271768333332e-08,1.5388340573873706e-09,7.600347012e-09,1.234175764e-08,0.0
autocorrelations,ch,bus,jack,t1,15.2,9.0302367525e-09,2.305688858310272e-09,6.427130789e-09,1.260171163e-08,0.0
autocorrelations,ch,bus,jack,t1,15.3,5.798006223183333e-09,3.751108565845558e-09,5.080812811e-10,1.124542628e-08,0.0
autocorrelations,ch,bus,jack,t1,15.4,4.013734512750001e-09,3.873575290065301e-09,-2.702755719e-10,1.076658797e-08,0.0
autocorrelations,ch,bus,jack,t1,15.5,7.597478931166666e-10,3.3144459122524447e-09,-3.83758765e-09,6.413054571e-09,0.0
autocorrelations,ch,bus,jack,t1,15.6,-2.751658731933333e-09,2.3037950083445884e-09,-5.768175884e-09,-1.530545626e-10,0.0
autocorrelations,ch,bus,jack,t1,15.7,-4.107579794233334e-09,3.0664044218498157e-09,-9.985834198e-09,-1.829857194e-10,0.0
autocorrelations,ch,bus,jack,t1,15.8,-7.934219805666668e-09,3.113061428133734e-09,-1.294811515e-08,-4.004807865e-09,0.0
autocorrelations,ch,bus,jack,t1,15.9,-1.0896132929166666e-08,2.707192266088322e-09,-1.486247697e-08,-6.447636437e-09,0.0
autocorrelations,ch,bus,jack,t1,16.0,-1.1261765132166667e-08,2.3012354047130687e-09,-1.52836211e-08,-8.820300917e-09,0.0
autocorrelations,ch,bus,jack,t2,0.1,2.8073799674999997e-07,2.2645219689581112e-08,2.471825982e-07,3.181630746e-07,0.0
autocorrelations,ch,bus,jack,t2,0.2,2.6594032875e-07,1.7160457066109032e-08,2.479522994e-07,2.922749836e-07,0.0
autocorrelations,ch,bus,jack,t2,0.3,2.576150928333334e-07,1.906368561671062e-08,2.346146239e-07,2.799334898e-07,0.0
autocorrelations,ch,bus,jack,t2,0.4,2.508414553333333e-07,1.7576902499270377e-08,2.198611289e-07,2.677364266e-07,0.0
autocorrelations,ch,bus,jack,t2,0.5,2.3098712825e-07,1.4654417207312137e-08,2.088374239e-07,2.519380672e-07,0.0
autocorrelations,ch,bus,jack,t2,0.6,2.2388140885e-07,1.6611962750219594e-08,2.023289994e-07,2.497451798e-07,0.0
autocorrelations,ch,bus,jack,t2,0.7,2.0427905541666666e-07,1.9434935108762118e-08,1.811191631e-07,2.319505507e-07,0.0
autocorrelations,ch,bus,jack,t2,0.8,1.8747128041666666e-07,1.9711091144469297e-08,1.630065314e-07,2.108172798e-07,0.0
autocorrelations,ch,bus,jack,t2,0.9,1.7404205058333331e-07,1.5150618713407784e-08,1.455152293e-07,1.896770125e-07,0.0
autocorrelations,ch,bus,jack,t2,1.0,1.4845575011666667e-07,1.630423809378363e-08,1.24461116e-07,1.756778601e-07,0.0
autocorrelations,ch,bus,jack,t2,1.1,1.3676301875e-07,1.8950691509309188e-08,1.1312081e-07,1.665420893e-07,0.0
autocorrelations,ch,bus,jack,t2,1.2,1.14773058745e-07,1.812380117263994e-08,9.288101695e-08,1.396434868e-07,0.0
autocorrelations,ch,bus,jack,t2,1.3,9.472231623666666e-08,1.949119469638182e-08,6.735613544e-08,1.174525124e-07,0.0
autocorrelations,ch,bus,jack,t2,1.4,8.352720004e-08,1.6109524190939603e-08,5.433965204e-08,1.02546268e-07,0.0
autocorrelations,ch,bus,jack,t2,1.5,5.971090504333333e-08,1.4789803882918212e-08,4.076903614e-08,8.577036485e-08,0.0
autocorrelations,ch,bus,jack,t2,1.6,4.961584018666667e-08,1.827513696066543e-08,2.806803323e-08,7.503474183e-08,0.0
autocorrelations,ch,bus,jack,t2,1.7,3.219455315366667e-08,1.91862596499292e-08,7.926545879e-09,5.513932631e-08,0.0
autocorrelations,ch,bus,jack,t2,1.8,1.4480848560333333e-08,1.83673621497282e-08,-1.173252119e-08,3.696680005e-08,0.0
autocorrelations,ch,bus,jack,t2,1.9,5.573408741e-09,1.4710743819219192e-08,-1.982239046e-08,2.477730911e-08,0.0
autocorrelations,ch,bus,jack,t2,2.0,-1.6337091641e-08,1.516211939183488e-08,-3.246457989e-08,1.122139339e-08,0.0
autocorrelations,ch,bus,jack,t2,2.1,-2.5407165883816667e-08,1.916450675074945e-08,-4.757209246e-08,-8.568963689e-10,0.0
autocorrelations,ch,bus,jack,t2,2.2,-4.067861594e-08,1.8865970705435262e-08,-6.646970865e-08,-1.827952337e-08,0.0
autocorrelations,ch,bus,jack,t2,2.3,-5.7413367765e-08,1.7484558014465108e-08,-8.33458807e-08,-3.436408573e-08,0.0
autocorrelations,ch,bus,jack,t2,2.4,-6.383104767666667e-08,1.4355877104807198e-08,-8.634767847e-08,-4.33316706e-08,0.0
autocorrelations,ch,bus,jack,t2,2.5,-8.312068009e-08,1.5543035668111928e-08,-9.848336174e-08,-5.501365463e-08,0.0
autocorrelations,ch,bus,jack,t2,2.6,-9.001189786666668e-08,1.9282169917297554e-08,-1.126020499e-07,-6.660519299e-08,0.0
autocorrelations,ch,bus,jack,t2,2.7,-1.0106174525e-07,1.832271045123585e-08,-1.269543206e-07,-7.943994936e-08,0.0
autocorrelations,ch,bus,jack,t2,2.8,-1.1531283885000001e-07,1.636161333947939e-08,-1.402638536e-07,-9.20461834e-08,0.0
autocorrelations,ch,bus,jack,t2,2.9,-1.1818728990666669e-07,1.4300808763210881e-08,-1.37466472e-07,-9.729304964e-08,0.0
autocorrelations,ch,bus,jack,t2,3.0,-1.3333170516666666e-07,1.5991987147469086e-08,-1.505465024e-07,-1.055139142e-07,0.0
autocorrelations,ch,bus,jack,t2,3.1,-1.3611012055e-07,1.9108325618898952e-08,-1.59435284e-07,-1.123207696e-07,0.0
autocorrelations,ch,bus,jack,t2,3.2,-1.4066145966666667e-07,1.8051412634152868e-08,-1.667473473e-07,-1.194688318e-07,0.0
autocorrelations,ch,bus,jack,t2,3.3,-1.4915353165000001e-07,1.5188871491932105e-08,-1.705376471e-07,-1.252685503e-07,0.0
autocorrelations,ch,bus,jack,t2,3.4,-1.4393073983333335e-07,1.4478362888081799e-08,-1.646659684e-07,-1.244938672e-07,0.0
autocorrelations,ch,bus,jack,t2,3.5,-1.5107136041666665e-07,1.7060297901323637e-08,-1.719449237e-07,-1.241802618e-07,0.0
autocorrelations,ch,bus,jack,t2,3.6,-1.4761973588333335e-07,1.8592381504265002e-08,-1.702168138e-07,-1.248339664e-07,0.0
autocorrelations,ch,bus,jack,t2,3.7,-1.4433716581666668e-07,1.7827058038025615e-08,-1.698138607e-07,-1.238429294e-07,0.0
autocorrelations,ch,bus,jack,t2,3.8,-1.4693109181666668e-07,1.477042538470997e-08,-1.650296271e-07,-1.225393684e-07,0.0
autocorrelations,ch,bus,jack,t2,3.9,-1.3531367905e-07,1.4370760067091234e-08,-1.59156936e-07,-1.181820236e-07,0.0
autocorrelations,ch,bus,jack,t2,4.0,-1.3507137016666667e-07,1.7783608658675223e-08,-1.569978152e-07,-1.106347974e-07,0.0
