amplitude_mean,amplitude_max,amplitude_min,amplitude_median,amplitude_std,time_5,amplitude_missing,sensor,language,tone,participant,script
-53.48705017260869,-41.53063839,-70.68027506,-50.81676479,8.059580549256564,15.000000000000002,1,amplitudes,ch,bus,jack,t4
-52.26724940374999,-42.35885417,-68.88042547,-51.81214697,6.783166211524923,20.0,0,amplitudes,ch,bus,jack,t4
-52.980786332127664,-41.39581314,-69.3624175,-51.1336632,8.13823334289267,25.0,0,amplitudes,ch,bus,jack,t4
-49.8570086,-40.93199362,-66.43327561,-48.00237101,6.094990034786495,30.000000000000004,1,amplitudes,ch,bus,jack,t4
-52.56468200574468,-39.13190831,-69.43440449,-50.46012178,8.745517920413466,35.0,0,amplitudes,ch,bus,jack,t4
-49.85701809282609,-41.21498952,-69.23680944,-47.26392608,7.78297722605953,40.0,2,amplitudes,ch,bus,jack,t4
-50.67964232777778,-39.18928332,-67.04885925,-49.31260251,7.839686748824677,45.0,2,amplitudes,ch,bus,jack,t4
-49.066460355208335,-39.06516927,-66.9273592,-47.145530175000005,7.340519782645,50.0,0,amplitudes,ch,bus,jack,t4
-49.47774055000001,-41.96235471,-66.92743074,-48.99195319,5.921497549137306,55.0,0,amplitudes,ch,bus,jack,t4
-52.14443790234043,-41.03469297,-67.39183361,-49.80638196,8.237082660436043,60.00000000000001,1,amplitudes,ch,bus,jack,t4
-49.40882579708333,-39.25624377,-67.12333998,-46.85186539,7.196258396708277,65.0,0,amplitudes,ch,bus,jack,t4
-52.62128779782609,-38.94523168,-69.32193942,-49.708822035,9.165247111515841,70.0,1,amplitudes,ch,bus,jack,t4
-50.130663060625004,-37.36360801,-68.58701432,-47.00560205,10.121197770768049,75.0,0,amplitudes,ch,bus,jack,t4
-49.73439689311111,-38.11221986,-68.67600981,-48.30222514,6.932903215855505,80.0,2,amplitudes,ch,bus,jack,t4
-52.11952432520834,-38.4353486,-71.64648255,-49.961318755,8.995082111558435,85.0,0,amplitudes,ch,bus,jack,t4
-52.73093363583333,-39.8885519,-71.23979647,-49.23633499,9.407229205943368,90.0,0,amplitudes,ch,bus,jack,t4
-55.1276223276087,-41.3379178,-69.24340796,-53.259414695000004,9.715895990179538,95.0,1,amplitudes,ch,bus,jack,t4
-51.852237457872334,-41.17273572,-64.28151608,-50.31787991,6.928892961251623,100.0,1,amplitudes,ch,bus,jack,t4
-48.13512865521739,-37.52226527,-60.18236203,-46.34540918,5.904355497719915,105.0,1,amplitudes,ch,bus,jack,t4
-51.055616676875,-38.32365533,-66.19873826,-50.30161354,7.02458538992145,110.0,0,amplitudes,ch,bus,jack,t4
-51.77767403425532,-43.06595574,-65.94938574,-49.93472868,6.7176314072945065,115.00000000000001,0,amplitudes,ch,bus,jack,t4
-49.90986788765958,-40.35430861,-65.7896993,-47.6435844,6.810613790297733,120.00000000000001,1,amplitudes,ch,bus,jack,t4
-53.39443414744681,-42.38911659,-69.05578901,-51.18106761,7.876215001938868,125.00000000000001,1,amplitudes,ch,bus,jack,t4
-51.48222556553192,-38.59153329,-68.35303562,-48.8269183,8.943703196376347,130.0,0,amplitudes,ch,bus,jack,t4
-51.74082655851064,-39.5132811,-69.20298987,-49.75185717,7.896638420634801,135.0,1,amplitudes,ch,bus,jack,t4
-51.73622371808511,-40.93226482,-67.70966171,-49.07911871,7.933737940914799,140.0,0,amplitudes,ch,bus,jack,t4
-50.270755602222216,-39.40408217,-66.15436493,-47.76116486,7.315726826595973,145.0,3,amplitudes,ch,bus,jack,t4
-50.98161467255319,-37.20616263,-66.24739556,-49.01214416,6.994086298054058,150.0,0,amplitudes,ch,bus,jack,t4
-57.5711589,-40.76155232,-67.92798366,-62.061155619999994,8.775329227020347,155.0,0,amplitudes,ch,bus,jack,t4
-55.413023774222225,-40.90250783,-72.85228012,-55.16971601,9.166847398800263,0.0,2,amplitudes,en,bus,jack,t1
-52.291853524375,-41.26014171,-65.44163818,-50.95029814,6.427777030753349,5.0,0,amplitudes,en,bus,jack,t1
-53.06163706085106,-42.27144155,-64.76040541,-50.00172647,6.883355226202781,10.0,0,amplitudes,en,bus,jack,t1
-53.388937350425536,-44.28369684,-67.44119421,-51.51278243,7.07830590239311,15.000000000000002,1,amplitudes,en,bus,jack,t1
-51.970534560000004,-41.06847474,-68.72571959,-48.69672204,8.700594711450812,20.0,0,amplitudes,en,bus,jack,t1
-52.30320343085106,-42.89614653,-68.69675891,-49.5867712,7.859348107802132,25.0,1,amplitudes,en,bus,jack,t1
-56.32904102565217,-39.09058536,-66.28951504,-57.083548054999994,7.558645260771127,30.000000000000004,1,amplitudes,en,bus,jack,t1
-54.62852673382979,-42.62434107,-71.25780838,-54.73038137,8.560794259923387,35.0,1,amplitudes,en,bus,jack,t1
-53.97897260826087,-42.76111124,-69.76171613,-51.862563185,7.7881791856521145,40.0,1,amplitudes,en,bus,jack,t1
-56.22141449319149,-43.37503266,-71.09664911,-52.82128603,9.417100587936972,45.0,1,amplitudes,en,bus,jack,t1
-52.13565237595745,-42.74937486,-68.6825589,-50.91387409,7.453908689605535,50.0,0,amplitudes,en,bus,jack,t1
-55.60226687,-44.56560585,-70.99242677,-53.05404078,8.656785517991427,55.0,1,amplitudes,en,bus,jack,t1
-53.338120015,-41.26553241,-70.23215702,-49.14988309,8.45454642981211,60.00000000000001,1,amplitudes,en,bus,jack,t1
-57.12562576085107,-40.67040054,-70.3821928,-56.82379094,9.568959425700228,65.0,1,amplitudes,en,bus,jack,t1
-52.62177998468085,-44.69844489,-66.97077111,-50.05014949,6.63482823427178,70.0,0,amplitudes,en,bus,jack,t1
-53.83946297145834,-41.19117333,-69.33436229,-49.66418283,8.715395771800594,75.0,0,amplitudes,en,bus,jack,t1
-55.204965310217396,-43.30926844,-69.37724731,-52.83330644,8.35870380873481,80.0,1,amplitudes,en,bus,jack,t1
-53.83242991574468,-42.78494995,-70.79529489,-50.61818932,8.217476997004692,85.0,1,amplitudes,en,bus,jack,t1
-51.47996292108696,-42.9991699,-66.83356909,-49.76613296,6.725330577591818,90.0,1,amplitudes,en,bus,jack,t1
-53.68121977041667,-40.85159305,-69.66639253,-50.18405896,8.784331173518149,95.0,0,amplitudes,en,bus,jack,t1
-56.584294982978726,-41.90068958,-69.11839352,-54.25482546,8.444108112114602,100.0,0,amplitudes,en,bus,jack,t1
-56.75605625851064,-44.04584786,-70.27089252,-54.15568416,8.832538270615382,105.0,1,amplitudes,en,bus,jack,t1
-51.39934942911111,-41.07989316,-68.54952704,-50.56393616,7.515992847688904,110.0,2,amplitudes,en,bus,jack,t1
-53.106070513750005,-42.29744664,-68.79475418,-50.013511935,8.439863142441885,115.00000000000001,0,amplitudes,en,bus,jack,t1
-56.057550310652175,-41.8485661,-70.83416665,-52.56884616000001,9.482678740292974,120.00000000000001,2,amplitudes,en,bus,jack,t1
-57.1194248987234,-39.48828806,-70.76278923,-54.52587926,9.453718001981468,125.00000000000001,0,amplitudes,en,bus,jack,t1
-53.16105529276596,-41.47218102,-70.55183878,-51.21310232,8.291072478590449,130.0,0,amplitudes,en,bus,jack,t1
-54.17834108479167,-42.09564051,-69.8585532,-50.567182095,9.051260813490106,135.0,0,amplitudes,en,bus,jack,t1
-57.95866306354167,-43.10865443,-69.96794345,-57.26112052,9.710498025260993,140.0,0,amplitudes,en,bus,jack,t1
-53.85685868446809,-43.12989234,-68.42816842,-51.68390002,7.671676434579799,145.0,0,amplitudes,en,bus,jack,t1
-53.95018215333334,-41.11052607,-67.02988148,-52.521011494999996,7.318192879423669,150.0,0,amplitudes,en,bus,jack,t1
-55.84134151,-41.84632655,-70.26770772,-53.64179621,8.61799652935434,155.0,0,amplitudes,en,bus,jack,t1
-53.28827515212766,-42.5553454,-70.39488936,-49.79194144,8.654627286596485,160.0,1,amplitudes,en,bus,jack,t1
-55.18033683978723,-42.39056621,-68.61568221,-53.55244873,8.40764179132951,165.0,0,amplitudes,en,bus,jack,t1
-52.783285166666666,-42.09457495,-65.86745812,-50.467773075,7.238237366023872,170.0,0,amplitudes,en,bus,jack,t1
-55.46176011851064,-40.23879414,-68.1778125,-55.78435606,8.940152854361012,175.0,1,amplitudes,en,bus,jack,t1
-51.368538104468094,-41.62907206,-70.46797947,-47.65382939,8.892552017350665,180.0,1,amplitudes,en,bus,jack,t1
-52.629694516808506,-40.72719863,-65.85975362,-50.32165662,7.693794923526082,185.0,1,amplitudes,en,bus,jack,t1
-51.17499952765957,-40.7513928,-66.3711012,-49.85266018,7.058847071222233,190.0,0,amplitudes,en,bus,jack,t1
-51.3269050080851,-41.51555381,-64.77008005,-50.67519534,6.160093590879499,195.0,1,amplitudes,en,bus,jack,t1
-52.38323864630434,-40.77978207,-67.10884344,-49.96769616,8.251344305489921,200.0,1,amplitudes,en,bus,jack,t1
-53.40183734625,-42.17132409,-67.02338169,-52.307775295,8.387683755133953,205.0,0,amplitudes,en,bus,jack,t1
-52.72786034914893,-38.22480978,-68.5351025,-51.59939459,6.972214795172014,210.0,0,amplitudes,en,bus,jack,t1
-56.92674315340425,-40.13888042,-69.84063689,-60.84213569,9.481048631184093,215.0,1,amplitudes,en,bus,jack,t1
-52.50745224229166,-41.16420869,-69.20004309,-49.15954214,7.980931090017916,220.0,0,amplitudes,en,bus,jack,t1
-51.14533423446809,-40.77464318,-67.94813459,-48.18818255,7.70580842171994,225.0,0,amplitudes,en,bus,jack,t1
-52.0297194373913,-40.54488409,-68.43612486,-50.93438734,7.995315826198261,230.00000000000003,2,amplitudes,en,bus,jack,t1
-54.058750436739125,-43.26676767,-70.78325615,-51.364655725,8.407572315994829,235.00000000000003,2,amplitudes,en,bus,jack,t1
-50.96311348170213,-39.77797091,-68.31079694,-48.98871207,8.485422402492842,240.00000000000003,1,amplitudes,en,bus,jack,t1
-57.544116571489354,-39.02247559,-68.83410737,-61.83673136,9.480492227877301,245.00000000000003,0,amplitudes,en,bus,jack,t1
-64.50509254333333,-59.14427242,-69.05689691,-64.40824381,3.057542651316851,250.00000000000003,0,amplitudes,en,bus,jack,t1
-51.6462041247619,-35.32726696,-69.24979201,-49.601199664999996,9.570718651002572,0.0,4,amplitudes,en,casual,jack,t3
-45.365118319375,-34.37499683,-64.38585243,-41.54460288,8.333831499404432,5.0,0,amplitudes,en,casual,jack,t3
-47.686432045434785,-34.95935053,-66.33568368,-44.837937815,9.48939972244186,10.0,1,amplitudes,en,casual,jack,t3
-48.25423678354167,-35.38892588,-66.68359862,-46.307476365,9.322137110464157,15.000000000000002,0,amplitudes,en,casual,jack,t3
-49.10087731851063,-36.71940995,-65.87379362,-46.56703106,8.351210778905672,20.0,0,amplitudes,en,casual,jack,t3
-47.754129610212765,-36.96633148,-68.17030925,-47.71490721,7.6090153495708925,25.0,1,amplitudes,en,casual,jack,t3
-49.07344414866667,-36.48407499,-69.31395322,-44.84444678,10.736344691673834,30.000000000000004,2,amplitudes,en,casual,jack,t3
-50.75358788895833,-36.71528858,-70.92764807,-46.50902798,11.20738060624084,35.0,0,amplitudes,en,casual,jack,t3
-43.80978696066667,-32.96710009,-65.29521746,-41.88020217,7.222774438488691,40.0,2,amplitudes,en,casual,jack,t3
-51.75335307125,-38.74593281,-68.46308112,-51.092909895,9.533743258219703,45.0,0,amplitudes,en,casual,jack,t3
-49.32401536166666,-32.93319344,-69.39209901,-44.884517045,11.62927489117787,50.0,0,amplitudes,en,casual,jack,t3
-48.39598449173913,-34.89243732,-67.71107925,-44.539516504999995,10.552610304555094,55.0,1,amplitudes,en,casual,jack,t3
-45.415992705319155,-33.33640851,-66.15352007,-43.55954612,8.771019861571073,60.00000000000001,0,amplitudes,en,casual,jack,t3
-48.12537851297873,-34.98864423,-66.70097193,-43.95868943,10.020754948704436,65.0,1,amplitudes,en,casual,jack,t3
-49.55141455333333,-37.79638527,-67.82753529,-45.509353425,9.297331017489741,70.0,0,amplitudes,en,casual,jack,t3
-51.80787654680851,-37.27639779,-68.86662476,-49.19686439,11.642161966974829,75.0,0,amplitudes,en,casual,jack,t3
-49.162834758297876,-36.60594689,-67.26681355,-45.95401618,9.981218845740585,80.0,0,amplitudes,en,casual,jack,t3
-46.700318116666665,-36.38221485,-67.5046761,-42.974096985,8.853036030041725,85.0,0,amplitudes,en,casual,jack,t3
-50.85730200244444,-36.95224119,-68.14643304,-47.27777296,10.088229053984413,90.0,2,amplitudes,en,casual,jack,t3
-51.31624783583334,-36.40032048,-67.48610262,-47.428232769999994,9.705162689017792,95.0,0,amplitudes,en,casual,jack,t3
-47.74442860914894,-33.41019514,-64.48230739,-44.73367227,8.443520356231653,100.0,0,amplitudes,en,casual,jack,t3
-48.154997040666665,-35.04069304,-66.35209543,-42.11949968,11.154740901491438,105.0,3,amplitudes,en,casual,jack,t3
-46.21329701659574,-35.33109333,-66.16211731,-42.98686353,8.224175167946525,110.0,0,amplitudes,en,casual,jack,t3
-51.313844575,-35.68811069,-68.83189483,-49.46485269,10.811172175579241,115.00000000000001,0,amplitudes,en,casual,jack,t3
-47.184156132340426,-36.79884792,-68.13047817,-42.99372034,10.071625559091492,120.00000000000001,0,amplitudes,en,casual,jack,t3
-47.700775651250005,-35.8979297,-68.24906861,-44.62863840999999,9.852066201884522,125.00000000000001,0,amplitudes,en,casual,jack,t3
-49.340002678,-35.04329032,-69.11008016,-44.0744125,11.668915539487642,130.0,2,amplitudes,en,casual,jack,t3
-45.37026252770833,-34.34372774,-66.4747587,-42.97594234,7.011339321956316,135.0,0,amplitudes,en,casual,jack,t3
-49.456874614583334,-35.14254862,-67.4010681,-48.102858964999996,10.11593967445709,140.0,0,amplitudes,en,casual,jack,t3
-50.809210872978724,-37.82759287,-69.2831937,-48.43449117,10.474401182980747,145.0,0,amplitudes,en,casual,jack,t3
-49.26784210382979,-34.76068799,-68.86770954,-43.87556622,10.917832786079398,150.0,1,amplitudes,en,casual,jack,t3
-52.817272566521744,-37.91823459,-71.17812266,-50.883652665,11.663135282861905,155.0,1,amplitudes,en,casual,jack,t3
-46.696446684375,-35.57471379,-69.92826877,-44.129560555,9.354740812456928,160.0,0,amplitudes,en,casual,jack,t3
-44.378678406739134,-35.25572455,-65.695409,-40.777373275,8.16717759385504,165.0,1,amplitudes,en,casual,jack,t3
-51.08075682208334,-34.65697729,-69.23916063,-44.81033104,12.426963054645315,170.0,0,amplitudes,en,casual,jack,t3
-50.373034288478266,-32.7057152,-70.09276275,-45.595976345,12.068022478565789,175.0,1,amplitudes,en,casual,jack,t3
-49.540588875208336,-33.47049651,-67.11462619,-47.130965425,10.439646598456422,180.0,0,amplitudes,en,casual,jack,t3
-49.278191262127656,-34.76110606,-68.9175491,-45.98515289,11.361521103085005,185.0,0,amplitudes,en,casual,jack,t3
-46.010106661276595,-34.53961463,-66.34906076,-42.43341545,9.722970536687807,190.0,1,amplitudes,en,casual,jack,t3
-45.64733065291667,-36.34941835,-67.6220663,-43.37874689,7.437829838114539,195.0,0,amplitudes,en,casual,jack,t3
-53.498819212608694,-32.1489496,-71.15501265,-53.301135735,12.677972244800662,200.0,1,amplitudes,en,casual,jack,t3
-51.788897364166665,-34.40507501,-68.87882343,-50.510980565,11.869556498408372,205.0,0,amplitudes,en,casual,jack,t3
-49.04091722340426,-35.01417903,-68.27217795,-46.24353072,10.682618795835918,210.0,0,amplitudes,en,casual,jack,t3
-49.822824728936176,-36.00281644,-68.41751734,-45.30655369,10.707853616406195,215.0,1,amplitudes,en,casual,jack,t3
-46.07983785148936,-33.9327126,-68.23844405,-44.35141597,9.147096804235456,220.0,1,amplitudes,en,casual,jack,t3
-50.972460056808515,-35.29454423,-68.96485962,-47.58901886,11.095775737390467,225.0,0,amplitudes,en,casual,jack,t3
-46.546731264255314,-37.52243173,-66.79608204,-44.39067516,7.368192273992489,230.00000000000003,1,amplitudes,en,casual,jack,t3
