"Time (ms)","Recording (a.u.)"
1.041883726E1,2.801536466E-4
1.043967493E1,2.299495682E-4
1.046051261E1,1.929283317E-4
1.048135028E1,1.972666942E-4
1.050218796E1,1.622419513E-4
1.052302563E1,2.133707167E-4
1.054386330E1,1.984488335E-4
1.056470098E1,2.736371825E-4
1.058553865E1,2.537181135E-4
1.060637633E1,2.882708213E-4
1.062721400E1,2.848266740E-4
1.064805168E1,2.689906978E-4
1.066888935E1,2.985788160E-4
1.068972703E1,2.764247474E-4
1.071056470E1,3.441772715E-4
1.073140238E1,2.887435257E-4
1.075224005E1,2.942865831E-4
1.077307772E1,2.437360527E-4
1.079391540E1,2.581930021E-4
1.081475307E1,2.649198868E-4
1.083559075E1,2.182397147E-4
1.085642842E1,2.833945327E-4
1.087726610E1,1.645238663E-4
1.089810377E1,1.751992677E-4
1.091894145E1,1.548476866E-4
1.093977912E1,1.295078691E-4
1.096061680E1,1.353255502E-4
1.098145447E1,1.333224936E-4
1.100229214E1,1.583629055E-4
1.102312982E1,1.097882850E-4
1.104396749E1,1.922518422E-4
1.106480517E1,1.271443616E-4
1.108564284E1,1.470345887E-4
1.110648052E1,1.486683323E-4
1.112731819E1,1.237792021E-4
1.114815587E1,1.576278883E-4
1.116899354E1,7.801284664E-5
1.118983121E1,1.160314423E-4
1.121066889E1,5.753302321E-5
1.123150656E1,1.316208800E-4
1.125234424E1,1.150903772E-4
1.127318191E1,6.659679639E-5
1.129401959E1,1.282340090E-4
1.131485726E1,5.405486809E-5
1.133569494E1,5.578358832E-5
1.135653261E1,-1.223020809E-5
1.137737029E1,2.221716932E-5
1.139820796E1,-7.456605090E-6
1.141904563E1,-1.957497261E-5
1.143988331E1,1.541160418E-5
1.146072098E1,-1.750120646E-5
1.148155866E1,4.355071360E-5
1.150239633E1,1.806369619E-5
1.152323401E1,3.958541129E-5
1.154407168E1,-6.089061571E-6
1.156490936E1,1.543821236E-5
1.158574703E1,2.306311217E-6
1.160658471E1,7.869834917E-7
1.162742238E1,5.858157601E-5
1.164826005E1,-3.053855471E-5
1.166909773E1,1.174177305E-5
1.168993540E1,-6.992712588E-5
1.171077308E1,-1.011238419E-4
1.173161075E1,-1.059603965E-4
1.175244843E1,-1.116354106E-4
1.177328610E1,-5.623002653E-5
1.179412378E1,-5.478335152E-5
1.181496145E1,2.739701085E-5
1.183579912E1,-9.776742445E-6
1.185663680E1,6.211506843E-5
1.187747447E1,7.082501543E-5
1.189831215E1,6.598169421E-5
1.191914982E1,1.106509153E-4
1.193998750E1,6.981669139E-5
1.196082517E1,8.757558680E-5
1.198166285E1,3.017939162E-5
1.200250052E1,7.234190707E-5
1.202333820E1,4.821250332E-5
1.204417587E1,6.119889440E-5
1.206501354E1,8.086343587E-5
1.208585122E1,9.251705342E-5
1.210668889E1,1.656970999E-4
1.212752657E1,1.427880779E-4
1.214836424E1,2.113139490E-4
1.216920192E1,1.870733977E-4
1.219003959E1,2.698802855E-4
1.221087727E1,2.716319286E-4
1.223171494E1,2.272223501E-4
1.225255262E1,2.902295091E-4
1.227339029E1,2.485277946E-4
1.229422796E1,3.009076463E-4
1.231506564E1,2.792183077E-4
1.233590331E1,3.771821503E-4
1.235674099E1,3.979920293E-4
1.237757866E1,3.754970094E-4
1.239841634E1,4.361392057E-4
1.241925401E1,4.045897513E-4
1.244009169E1,4.106439301E-4
1.246092936E1,3.304760321E-4
1.248176703E1,3.629767743E-4
1.250260471E1,3.270470770E-4
1.252344238E1,3.295760253E-4
1.254428006E1,3.719663946E-4
1.256511773E1,3.455186379E-4
1.258595541E1,3.918052535E-4
1.260679308E1,3.540508042E-4
1.262763076E1,4.065674148E-4
1.264846843E1,3.728214069E-4
1.266930611E1,3.917089489E-4
1.269014378E1,4.204439756E-4
1.271098145E1,4.073227174E-4
1.273181913E1,4.323070752E-4
1.275265680E1,4.394495336E-4
1.277349448E1,5.386697594E-4
1.279433215E1,4.838095047E-4
1.281516983E1,5.679926835E-4
1.283600750E1,5.915983347E-4
1.285684518E1,5.292765563E-4
1.287768285E1,5.539464764E-4
1.289852053E1,5.180834560E-4
1.291935820E1,5.588324275E-4
1.294019587E1,5.165577168E-4
1.296103355E1,5.823643878E-4
1.298187122E1,5.769183626E-4
1.300270890E1,5.714040599E-4
1.302354657E1,6.035387050E-4
1.304438425E1,5.817572237E-4
1.306522192E1,6.331520854E-4
1.308605960E1,5.958313704E-4
1.310689727E1,6.758443196E-4
1.312773494E1,6.490685628E-4
1.314857262E1,6.624983507E-4
1.316941029E1,7.065005484E-4
1.319024797E1,6.597440224E-4
1.321108564E1,6.601381465E-4
1.323192332E1,6.233982858E-4
1.325276099E1,7.102570380E-4
1.327359867E1,6.869434146E-4
1.329443634E1,7.227567839E-4
1.331527402E1,7.332173409E-4
1.333611169E1,6.816494279E-4
1.335694936E1,6.325995200E-4
1.337778704E1,5.421735113E-4
1.339862471E1,5.943365977E-4
1.341946239E1,5.361763178E-4
1.344030006E1,5.948520266E-4
1.346113774E1,6.014100509E-4
1.348197541E1,5.837620702E-4
1.350281309E1,5.869411980E-4
