"Time (ms)","Recording (a.u.)"
1.129401959E1,5.798339844E-4
1.131485726E1,6.408691406E-4
1.133569494E1,6.408691406E-4
1.135653261E1,4.577636719E-4
1.137737029E1,5.798339844E-4
1.139820796E1,5.187988281E-4
1.141904563E1,8.239746094E-4
1.143988331E1,5.493164062E-4
1.146072098E1,3.356933594E-4
1.148155866E1,3.662109375E-4
1.150239633E1,1.831054688E-4
1.152323401E1,3.967285156E-4
1.154407168E1,1.525878906E-4
1.156490936E1,3.967285156E-4
1.158574703E1,3.662109375E-4
1.160658471E1,6.103515625E-5
1.162742238E1,9.155273438E-5
1.164826005E1,3.051757812E-5
1.166909773E1,2.441406250E-4
1.168993540E1,1.220703125E-4
1.171077308E1,-6.103515625E-5
1.173161075E1,-4.577636719E-4
1.175244843E1,-6.103515625E-5
1.177328610E1,-2.441406250E-4
1.179412378E1,-4.577636719E-4
1.181496145E1,-9.155273438E-5
1.183579912E1,-1.525878906E-4
1.185663680E1,-6.103515625E-5
1.187747447E1,-5.493164062E-4
1.189831215E1,-4.882812500E-4
1.191914982E1,-2.746582031E-4
1.193998750E1,-2.746582031E-4
1.196082517E1,-4.272460938E-4
1.198166285E1,-3.967285156E-4
1.200250052E1,-1.220703125E-4
1.202333820E1,-7.324218750E-4
1.204417587E1,-4.577636719E-4
1.206501354E1,-6.408691406E-4
1.208585122E1,-7.019042969E-4
1.210668889E1,-2.746582031E-4
1.212752657E1,-5.798339844E-4
1.214836424E1,-5.798339844E-4
1.216920192E1,-5.798339844E-4
1.219003959E1,-7.019042969E-4
1.221087727E1,-3.967285156E-4
1.223171494E1,-4.577636719E-4
1.225255262E1,-5.798339844E-4
1.227339029E1,-2.136230469E-4
1.229422796E1,-3.356933594E-4
1.231506564E1,-4.577636719E-4
1.233590331E1,-3.967285156E-4
1.235674099E1,-4.272460938E-4
1.237757866E1,-1.831054688E-4
1.239841634E1,-3.662109375E-4
1.241925401E1,-3.356933594E-4
1.244009169E1,-2.746582031E-4
1.246092936E1,-3.356933594E-4
1.248176703E1,-3.051757812E-4
1.250260471E1,-6.713867188E-4
1.252344238E1,-3.662109375E-4
1.254428006E1,-5.798339844E-4
1.256511773E1,-2.441406250E-4
1.258595541E1,-1.220703125E-4
1.260679308E1,-2.441406250E-4
1.262763076E1,-1.831054688E-4
1.264846843E1,-1.831054688E-4
1.266930611E1,-2.441406250E-4
1.269014378E1,-1.525878906E-4
1.271098145E1,-1.220703125E-4
1.273181913E1,-6.103515625E-5
1.275265680E1,3.051757812E-5
1.277349448E1,9.155273438E-5
1.279433215E1,-9.155273438E-5
1.281516983E1,-3.051757812E-5
1.283600750E1,-6.103515625E-5
1.285684518E1,9.155273438E-5
1.287768285E1,1.220703125E-4
1.289852053E1,0.000000000E0
1.291935820E1,1.220703125E-4
1.294019587E1,6.103515625E-5
1.296103355E1,2.746582031E-4
1.298187122E1,1.831054688E-4
1.300270890E1,4.272460938E-4
1.302354657E1,4.882812500E-4
1.304438425E1,2.441406250E-4
1.306522192E1,4.882812500E-4
1.308605960E1,5.493164062E-4
1.310689727E1,4.577636719E-4
1.312773494E1,4.272460938E-4
1.314857262E1,4.272460938E-4
1.316941029E1,5.187988281E-4
1.319024797E1,2.746582031E-4
1.321108564E1,3.662109375E-4
1.323192332E1,3.662109375E-4
1.325276099E1,5.187988281E-4
1.327359867E1,2.136230469E-4
1.329443634E1,6.713867188E-4
1.331527402E1,2.746582031E-4
1.333611169E1,3.051757812E-4
1.335694936E1,5.493164062E-4
1.337778704E1,4.577636719E-4
1.339862471E1,6.408691406E-4
1.341946239E1,3.662109375E-4
1.344030006E1,4.882812500E-4
1.346113774E1,4.272460938E-4
1.348197541E1,3.662109375E-4
1.350281309E1,3.356933594E-4
1.352365076E1,3.662109375E-4
1.354448844E1,2.136230469E-4
1.356532611E1,3.051757812E-4
1.358616378E1,3.967285156E-4
1.360700146E1,-6.103515625E-5
1.362783913E1,2.441406250E-4
1.364867681E1,1.831054688E-4
1.366951448E1,3.967285156E-4
1.369035216E1,4.577636719E-4
1.371118983E1,3.051757812E-5
1.373202751E1,3.051757812E-5
1.375286518E1,-9.155273438E-5
1.377370285E1,9.155273438E-5
1.379454053E1,6.103515625E-5
1.381537820E1,3.051757812E-4
1.383621588E1,2.136230469E-4
1.385705355E1,3.051757812E-5
1.387789123E1,2.136230469E-4
1.389872890E1,-1.220703125E-4
1.391956658E1,-1.220703125E-4
1.394040425E1,-9.155273438E-5
1.396124193E1,-1.220703125E-4
1.398207960E1,-1.220703125E-4
1.400291727E1,-2.441406250E-4
1.402375495E1,3.051757812E-5
1.404459262E1,-4.272460938E-4
1.406543030E1,-9.155273438E-5
1.408626797E1,-2.746582031E-4
1.410710565E1,-2.441406250E-4
1.412794332E1,-3.356933594E-4
1.414878100E1,-5.798339844E-4
1.416961867E1,-2.136230469E-4
1.419045635E1,-5.493164062E-4
1.421129402E1,-6.103515625E-4
1.423213169E1,-5.493164062E-4
1.425296937E1,-6.103515625E-4
1.427380704E1,-3.662109375E-4
1.429464472E1,-4.882812500E-4
1.431548239E1,-6.713867188E-4
1.433632007E1,-7.629394531E-4
1.435715774E1,-7.324218750E-4
1.437799542E1,-8.850097656E-4
1.439883309E1,-7.324218750E-4
1.441967076E1,-7.934570312E-4
1.444050844E1,-6.713867188E-4
1.446134611E1,-8.544921875E-4
1.448218379E1,-8.544921875E-4
1.450302146E1,-7.324218750E-4
1.452385914E1,-7.629394531E-4
1.454469681E1,-5.493164062E-4
1.456553449E1,-6.408691406E-4
1.458637216E1,-5.187988281E-4
1.460720984E1,-7.019042969E-4
1.462804751E1,-7.324218750E-4
1.464888518E1,-5.798339844E-4
1.466972286E1,-4.272460938E-4
1.469056053E1,-5.187988281E-4
1.471139821E1,-5.798339844E-4
1.473223588E1,-4.882812500E-4
1.475307356E1,-7.629394531E-4
1.477391123E1,-6.408691406E-4
1.479474891E1,-9.155273438E-4
1.481558658E1,-6.408691406E-4
1.483642426E1,-7.629394531E-4
1.485726193E1,-7.019042969E-4
1.487809960E1,-4.272460938E-4
1.489893728E1,-7.324218750E-4
1.491977495E1,-8.239746094E-4
1.494061263E1,-9.460449219E-4
1.496145030E1,-9.765625000E-4
1.498228798E1,-7.324218750E-4
1.500312565E1,-9.765625000E-4
1.502396333E1,-6.713867188E-4
1.504480100E1,-7.629394531E-4
1.506563867E1,-6.103515625E-4
1.508647635E1,-8.544921875E-4
1.510731402E1,-5.798339844E-4
1.512815170E1,-6.408691406E-4
1.514898937E1,-7.324218750E-4
1.516982705E1,-5.187988281E-4
1.519066472E1,-8.544921875E-4
1.521150240E1,-6.103515625E-4
1.523234007E1,-6.408691406E-4
1.525317775E1,-6.408691406E-4
1.527401542E1,-4.882812500E-4
1.529485309E1,-7.019042969E-4
1.531569077E1,-3.662109375E-4
1.533652844E1,-4.272460938E-4
1.535736612E1,-2.746582031E-4
1.537820379E1,-2.746582031E-4
1.539904147E1,-2.746582031E-4
