Delay (ms),Autocorrelation (a.u.),sensor,language,tone,participant,script
1.979579079,6.465373935e-07,autocorrelations,en,casual,yaoyi,t1
2.000416753,7.547009309e-07,autocorrelations,en,casual,yaoyi,t1
2.021254428,8.467850997e-07,autocorrelations,en,casual,yaoyi,t1
2.042092103,9.426149104e-07,autocorrelations,en,casual,yaoyi,t1
2.062929777,1.032251514e-06,autocorrelations,en,casual,yaoyi,t1
2.083767452,1.102477867e-06,autocorrelations,en,casual,yaoyi,t1
2.104605126,1.178072319e-06,autocorrelations,en,casual,yaoyi,t1
2.125442801,1.242203521e-06,autocorrelations,en,casual,yaoyi,t1
2.146280475,1.299050842e-06,autocorrelations,en,casual,yaoyi,t1
2.16711815,1.368441483e-06,autocorrelations,en,casual,yaoyi,t1
2.187955824,1.423484601e-06,autocorrelations,en,casual,yaoyi,t1
2.208793499,1.484285532e-06,autocorrelations,en,casual,yaoyi,t1
2.229631173,1.544899835e-06,autocorrelations,en,casual,yaoyi,t1
2.250468848,1.589191811e-06,autocorrelations,en,casual,yaoyi,t1
2.271306522,1.638256962e-06,autocorrelations,en,casual,yaoyi,t1
2.292144197,1.680769368e-06,autocorrelations,en,casual,yaoyi,t1
2.312981871,1.710723378e-06,autocorrelations,en,casual,yaoyi,t1
2.333819546,1.750206821e-06,autocorrelations,en,casual,yaoyi,t1
2.35465722,1.773784418e-06,autocorrelations,en,casual,yaoyi,t1
2.375494895,1.792547524e-06,autocorrelations,en,casual,yaoyi,t1
2.396332569,1.812566235e-06,autocorrelations,en,casual,yaoyi,t1
2.417170244,1.80909092e-06,autocorrelations,en,casual,yaoyi,t1
2.438007918,1.805749355e-06,autocorrelations,en,casual,yaoyi,t1
2.458845593,1.795974627e-06,autocorrelations,en,casual,yaoyi,t1
2.479683267,1.768397931e-06,autocorrelations,en,casual,yaoyi,t1
2.500520942,1.752655754e-06,autocorrelations,en,casual,yaoyi,t1
2.521358616,1.727374476e-06,autocorrelations,en,casual,yaoyi,t1
2.542196291,1.70002046e-06,autocorrelations,en,casual,yaoyi,t1
2.563033965,1.688618854e-06,autocorrelations,en,casual,yaoyi,t1
2.58387164,1.664152743e-06,autocorrelations,en,casual,yaoyi,t1
2.604709314,1.644875834e-06,autocorrelations,en,casual,yaoyi,t1
2.625546989,1.627436584e-06,autocorrelations,en,casual,yaoyi,t1
2.646384663,1.586362817e-06,autocorrelations,en,casual,yaoyi,t1
2.667222338,1.548688376e-06,autocorrelations,en,casual,yaoyi,t1
2.688060013,1.497528418e-06,autocorrelations,en,casual,yaoyi,t1
2.708897687,1.42593882e-06,autocorrelations,en,casual,yaoyi,t1
2.729735362,1.36826406e-06,autocorrelations,en,casual,yaoyi,t1
2.750573036,1.294289388e-06,autocorrelations,en,casual,yaoyi,t1
2.771410711,1.219976697e-06,autocorrelations,en,casual,yaoyi,t1
2.792248385,1.159353693e-06,autocorrelations,en,casual,yaoyi,t1
2.81308606,1.077929717e-06,autocorrelations,en,casual,yaoyi,t1
2.833923734,1.003913618e-06,autocorrelations,en,casual,yaoyi,t1
2.854761409,9.28944836e-07,autocorrelations,en,casual,yaoyi,t1
2.875599083,8.289386202e-07,autocorrelations,en,casual,yaoyi,t1
2.896436758,7.437255151e-07,autocorrelations,en,casual,yaoyi,t1
2.917274432,6.439154288e-07,autocorrelations,en,casual,yaoyi,t1
2.938112107,5.326209617e-07,autocorrelations,en,casual,yaoyi,t1
2.958949781,4.399665413e-07,autocorrelations,en,casual,yaoyi,t1
2.979787456,3.278349455e-07,autocorrelations,en,casual,yaoyi,t1
3.00062513,2.214419447e-07,autocorrelations,en,casual,yaoyi,t1
3.021462805,1.284112768e-07,autocorrelations,en,casual,yaoyi,t1
3.042300479,1.500541969e-08,autocorrelations,en,casual,yaoyi,t1
3.063138154,-7.855995141e-08,autocorrelations,en,casual,yaoyi,t1
3.083975828,-1.707047013e-07,autocorrelations,en,casual,yaoyi,t1
3.104813503,-2.706304058e-07,autocorrelations,en,casual,yaoyi,t1
3.125651177,-3.43199579e-07,autocorrelations,en,casual,yaoyi,t1
3.146488852,-4.247768473e-07,autocorrelations,en,casual,yaoyi,t1
3.167326526,-5.051511277e-07,autocorrelations,en,casual,yaoyi,t1
3.188164201,-5.724671719e-07,autocorrelations,en,casual,yaoyi,t1
3.209001875,-6.616231033e-07,autocorrelations,en,casual,yaoyi,t1
3.22983955,-7.48883199e-07,autocorrelations,en,casual,yaoyi,t1
3.250677224,-8.349713984e-07,autocorrelations,en,casual,yaoyi,t1
3.271514899,-9.3907925e-07,autocorrelations,en,casual,yaoyi,t1
3.292352573,-1.024842448e-06,autocorrelations,en,casual,yaoyi,t1
3.313190248,-1.110042193e-06,autocorrelations,en,casual,yaoyi,t1
3.334027922,-1.195345098e-06,autocorrelations,en,casual,yaoyi,t1
3.354865597,-1.256187121e-06,autocorrelations,en,casual,yaoyi,t1
3.375703272,-1.319232282e-06,autocorrelations,en,casual,yaoyi,t1
3.396540946,-1.374222394e-06,autocorrelations,en,casual,yaoyi,t1
3.417378621,-1.411444071e-06,autocorrelations,en,casual,yaoyi,t1
3.438216295,-1.463482504e-06,autocorrelations,en,casual,yaoyi,t1
3.45905397,-1.502943008e-06,autocorrelations,en,casual,yaoyi,t1
3.479891644,-1.543415391e-06,autocorrelations,en,casual,yaoyi,t1
3.500729319,-1.594143363e-06,autocorrelations,en,casual,yaoyi,t1
3.521566993,-1.631926321e-06,autocorrelations,en,casual,yaoyi,t1
3.542404668,-1.672491608e-06,autocorrelations,en,casual,yaoyi,t1
3.563242342,-1.711698463e-06,autocorrelations,en,casual,yaoyi,t1
3.584080017,-1.735694895e-06,autocorrelations,en,casual,yaoyi,t1
3.604917691,-1.764732894e-06,autocorrelations,en,casual,yaoyi,t1
3.625755366,-1.784949574e-06,autocorrelations,en,casual,yaoyi,t1
3.64659304,-1.794043425e-06,autocorrelations,en,casual,yaoyi,t1
3.667430715,-1.802638489e-06,autocorrelations,en,casual,yaoyi,t1
3.688268389,-1.796391913e-06,autocorrelations,en,casual,yaoyi,t1
3.709106064,-1.776361196e-06,autocorrelations,en,casual,yaoyi,t1
3.729943738,-1.75244375e-06,autocorrelations,en,casual,yaoyi,t1
3.750781413,-1.714311266e-06,autocorrelations,en,casual,yaoyi,t1
3.771619087,-1.674235709e-06,autocorrelations,en,casual,yaoyi,t1
3.792456762,-1.638834702e-06,autocorrelations,en,casual,yaoyi,t1
3.813294436,-1.59991899e-06,autocorrelations,en,casual,yaoyi,t1
3.834132111,-1.569387488e-06,autocorrelations,en,casual,yaoyi,t1
3.854969785,-1.54392598e-06,autocorrelations,en,casual,yaoyi,t1
3.87580746,-1.512550013e-06,autocorrelations,en,casual,yaoyi,t1
3.896645134,-1.478449856e-06,autocorrelations,en,casual,yaoyi,t1
3.917482809,-1.436188463e-06,autocorrelations,en,casual,yaoyi,t1
3.938320483,-1.376833685e-06,autocorrelations,en,casual,yaoyi,t1
3.959158158,-1.311420772e-06,autocorrelations,en,casual,yaoyi,t1
3.979995832,-1.235493457e-06,autocorrelations,en,casual,yaoyi,t1
4.000833507,-1.148825605e-06,autocorrelations,en,casual,yaoyi,t1
4.021671181,-1.066813129e-06,autocorrelations,en,casual,yaoyi,t1
4.042508856,-9.831351269e-07,autocorrelations,en,casual,yaoyi,t1
4.063346531,-8.971057226e-07,autocorrelations,en,casual,yaoyi,t1
4.084184205,-8.222131992e-07,autocorrelations,en,casual,yaoyi,t1
4.10502188,-7.422867529e-07,autocorrelations,en,casual,yaoyi,t1
4.125859554,-6.658395834e-07,autocorrelations,en,casual,yaoyi,t1
4.146697229,-5.966059295e-07,autocorrelations,en,casual,yaoyi,t1
4.167534903,-5.183842681e-07,autocorrelations,en,casual,yaoyi,t1
4.188372578,-4.430280629e-07,autocorrelations,en,casual,yaoyi,t1
4.209210252,-3.652743146e-07,autocorrelations,en,casual,yaoyi,t1
4.230047927,-2.753469272e-07,autocorrelations,en,casual,yaoyi,t1
4.250885601,-1.854944919e-07,autocorrelations,en,casual,yaoyi,t1
4.271723276,-8.558276818e-08,autocorrelations,en,casual,yaoyi,t1
4.29256095,2.130932545e-08,autocorrelations,en,casual,yaoyi,t1
4.313398625,1.264139101e-07,autocorrelations,en,casual,yaoyi,t1
4.334236299,2.351662514e-07,autocorrelations,en,casual,yaoyi,t1
4.355073974,3.418998569e-07,autocorrelations,en,casual,yaoyi,t1
4.375911648,4.39453586e-07,autocorrelations,en,casual,yaoyi,t1
4.396749323,5.309851741e-07,autocorrelations,en,casual,yaoyi,t1
4.417586997,6.145986046e-07,autocorrelations,en,casual,yaoyi,t1
4.438424672,6.83701424e-07,autocorrelations,en,casual,yaoyi,t1
4.459262346,7.498923671e-07,autocorrelations,en,casual,yaoyi,t1
4.480100021,8.08888898e-07,autocorrelations,en,casual,yaoyi,t1
4.500937695,8.641308203e-07,autocorrelations,en,casual,yaoyi,t1
4.52177537,9.261825194e-07,autocorrelations,en,casual,yaoyi,t1
4.542613044,9.865232547e-07,autocorrelations,en,casual,yaoyi,t1
4.563450719,1.052189378e-06,autocorrelations,en,casual,yaoyi,t1
4.584288393,1.124253773e-06,autocorrelations,en,casual,yaoyi,t1
4.605126068,1.192398591e-06,autocorrelations,en,casual,yaoyi,t1
4.625963742,1.264963293e-06,autocorrelations,en,casual,yaoyi,t1
4.646801417,1.331861075e-06,autocorrelations,en,casual,yaoyi,t1
4.667639091,1.393881149e-06,autocorrelations,en,casual,yaoyi,t1
4.688476766,1.451875302e-06,autocorrelations,en,casual,yaoyi,t1
4.709314441,1.497127916e-06,autocorrelations,en,casual,yaoyi,t1
4.730152115,1.535180483e-06,autocorrelations,en,casual,yaoyi,t1
4.75098979,1.563230238e-06,autocorrelations,en,casual,yaoyi,t1
4.771827464,1.580248218e-06,autocorrelations,en,casual,yaoyi,t1
4.792665139,1.593108984e-06,autocorrelations,en,casual,yaoyi,t1
4.813502813,1.598121409e-06,autocorrelations,en,casual,yaoyi,t1
4.834340488,1.604480411e-06,autocorrelations,en,casual,yaoyi,t1
4.855178162,1.611970308e-06,autocorrelations,en,casual,yaoyi,t1
4.876015837,1.620071721e-06,autocorrelations,en,casual,yaoyi,t1
4.896853511,1.635311247e-06,autocorrelations,en,casual,yaoyi,t1
4.917691186,1.647785726e-06,autocorrelations,en,casual,yaoyi,t1
4.93852886,1.658666116e-06,autocorrelations,en,casual,yaoyi,t1
4.959366535,1.665663892e-06,autocorrelations,en,casual,yaoyi,t1
4.980204209,1.659678494e-06,autocorrelations,en,casual,yaoyi,t1
5.001041884,1.646190465e-06,autocorrelations,en,casual,yaoyi,t1
5.021879558,1.620902286e-06,autocorrelations,en,casual,yaoyi,t1
5.042717233,1.57882674e-06,autocorrelations,en,casual,yaoyi,t1
5.063554907,1.534217523e-06,autocorrelations,en,casual,yaoyi,t1
5.084392582,1.476884021e-06,autocorrelations,en,casual,yaoyi,t1
5.105230256,1.411753145e-06,autocorrelations,en,casual,yaoyi,t1
5.126067931,1.352372611e-06,autocorrelations,en,casual,yaoyi,t1
5.146905605,1.285875831e-06,autocorrelations,en,casual,yaoyi,t1
5.16774328,1.225436167e-06,autocorrelations,en,casual,yaoyi,t1
5.188580954,1.174532216e-06,autocorrelations,en,casual,yaoyi,t1
5.209418629,1.115497652e-06,autocorrelations,en,casual,yaoyi,t1
5.230256303,1.067609524e-06,autocorrelations,en,casual,yaoyi,t1
5.251093978,1.015294574e-06,autocorrelations,en,casual,yaoyi,t1
5.271931652,9.502802222e-07,autocorrelations,en,casual,yaoyi,t1
5.292769327,8.899545206e-07,autocorrelations,en,casual,yaoyi,t1
5.313607001,8.148562298e-07,autocorrelations,en,casual,yaoyi,t1
5.334444676,7.293485499e-07,autocorrelations,en,casual,yaoyi,t1
5.35528235,6.458126525e-07,autocorrelations,en,casual,yaoyi,t1
5.376120025,5.485211101e-07,autocorrelations,en,casual,yaoyi,t1
5.3969577,4.501147017e-07,autocorrelations,en,casual,yaoyi,t1
5.417795374,3.612243328e-07,autocorrelations,en,casual,yaoyi,t1
5.438633049,2.640593936e-07,autocorrelations,en,casual,yaoyi,t1
5.459470723,1.796611136e-07,autocorrelations,en,casual,yaoyi,t1
5.480308398,1.04510322e-07,autocorrelations,en,casual,yaoyi,t1
5.501146072,2.267162728e-08,autocorrelations,en,casual,yaoyi,t1
5.521983747,-4.167827678e-08,autocorrelations,en,casual,yaoyi,t1
5.542821421,-1.095832265e-07,autocorrelations,en,casual,yaoyi,t1
5.563659096,-1.848374321e-07,autocorrelations,en,casual,yaoyi,t1
5.58449677,-2.492153039e-07,autocorrelations,en,casual,yaoyi,t1
5.605334445,-3.315882457e-07,autocorrelations,en,casual,yaoyi,t1
5.626172119,-4.173795103e-07,autocorrelations,en,casual,yaoyi,t1
5.647009794,-5.058444943e-07,autocorrelations,en,casual,yaoyi,t1
5.667847468,-6.131101367e-07,autocorrelations,en,casual,yaoyi,t1
5.688685143,-7.143908643e-07,autocorrelations,en,casual,yaoyi,t1
5.709522817,-8.138419729e-07,autocorrelations,en,casual,yaoyi,t1
5.730360492,-9.178841559e-07,autocorrelations,en,casual,yaoyi,t1
5.751198166,-9.978090015e-07,autocorrelations,en,casual,yaoyi,t1
5.772035841,-1.072107126e-06,autocorrelations,en,casual,yaoyi,t1
5.792873515,-1.13192126e-06,autocorrelations,en,casual,yaoyi,t1
5.81371119,-1.171461865e-06,autocorrelations,en,casual,yaoyi,t1
5.834548864,-1.212031646e-06,autocorrelations,en,casual,yaoyi,t1
5.855386539,-1.244991564e-06,autocorrelations,en,casual,yaoyi,t1
5.876224213,-1.277165647e-06,autocorrelations,en,casual,yaoyi,t1
5.897061888,-1.324800074e-06,autocorrelations,en,casual,yaoyi,t1
5.917899562,-1.372421776e-06,autocorrelations,en,casual,yaoyi,t1
5.938737237,-1.42901187e-06,autocorrelations,en,casual,yaoyi,t1
5.959574911,-1.491868178e-06,autocorrelations,en,casual,yaoyi,t1
5.980412586,-1.544974589e-06,autocorrelations,en,casual,yaoyi,t1
6.00125026,-1.596418583e-06,autocorrelations,en,casual,yaoyi,t1
6.022087935,-1.637408779e-06,autocorrelations,en,casual,yaoyi,t1
6.04292561,-1.660723057e-06,autocorrelations,en,casual,yaoyi,t1
6.063763284,-1.679364006e-06,autocorrelations,en,casual,yaoyi,t1
6.084600959,-1.683393031e-06,autocorrelations,en,casual,yaoyi,t1
6.105438633,-1.673701765e-06,autocorrelations,en,casual,yaoyi,t1
6.126276308,-1.664118634e-06,autocorrelations,en,casual,yaoyi,t1
6.147113982,-1.641083405e-06,autocorrelations,en,casual,yaoyi,t1
6.167951657,-1.617358273e-06,autocorrelations,en,casual,yaoyi,t1
6.188789331,-1.595800446e-06,autocorrelations,en,casual,yaoyi,t1
6.209627006,-1.56927316e-06,autocorrelations,en,casual,yaoyi,t1
6.23046468,-1.550629326e-06,autocorrelations,en,casual,yaoyi,t1
6.251302355,-1.534511646e-06,autocorrelations,en,casual,yaoyi,t1
6.272140029,-1.515118166e-06,autocorrelations,en,casual,yaoyi,t1
6.292977704,-1.501730528e-06,autocorrelations,en,casual,yaoyi,t1
6.313815378,-1.47744686e-06,autocorrelations,en,casual,yaoyi,t1
6.334653053,-1.44881188e-06,autocorrelations,en,casual,yaoyi,t1
6.355490727,-1.410466595e-06,autocorrelations,en,casual,yaoyi,t1
6.376328402,-1.355076004e-06,autocorrelations,en,casual,yaoyi,t1
6.397166076,-1.290843144e-06,autocorrelations,en,casual,yaoyi,t1
6.418003751,-1.214341802e-06,autocorrelations,en,casual,yaoyi,t1
6.438841425,-1.126937021e-06,autocorrelations,en,casual,yaoyi,t1
6.4596791,-1.046189702e-06,autocorrelations,en,casual,yaoyi,t1
6.480516774,-9.587867359e-07,autocorrelations,en,casual,yaoyi,t1
6.501354449,-8.837298744e-07,autocorrelations,en,casual,yaoyi,t1
6.522192123,-8.185146489e-07,autocorrelations,en,casual,yaoyi,t1
6.543029798,-7.505365865e-07,autocorrelations,en,casual,yaoyi,t1
6.563867472,-6.979721761e-07,autocorrelations,en,casual,yaoyi,t1
6.584705147,-6.367567093e-07,autocorrelations,en,casual,yaoyi,t1
6.605542821,-5.673229472e-07,autocorrelations,en,casual,yaoyi,t1
6.626380496,-5.026966323e-07,autocorrelations,en,casual,yaoyi,t1
6.64721817,-4.167985475e-07,autocorrelations,en,casual,yaoyi,t1
6.668055845,-3.29370336e-07,autocorrelations,en,casual,yaoyi,t1
6.688893519,-2.423341262e-07,autocorrelations,en,casual,yaoyi,t1
6.709731194,-1.34227334e-07,autocorrelations,en,casual,yaoyi,t1
6.730568869,-3.720838589e-08,autocorrelations,en,casual,yaoyi,t1
6.751406543,6.548928844e-08,autocorrelations,en,casual,yaoyi,t1
6.772244218,1.751735557e-07,autocorrelations,en,casual,yaoyi,t1
6.793081892,2.67554779e-07,autocorrelations,en,casual,yaoyi,t1
6.813919567,3.624918585e-07,autocorrelations,en,casual,yaoyi,t1
6.834757241,4.528383166e-07,autocorrelations,en,casual,yaoyi,t1
6.855594916,5.208788633e-07,autocorrelations,en,casual,yaoyi,t1
6.87643259,5.98638108e-07,autocorrelations,en,casual,yaoyi,t1
6.897270265,6.65470721e-07,autocorrelations,en,casual,yaoyi,t1
6.918107939,7.247217516e-07,autocorrelations,en,casual,yaoyi,t1
6.938945614,7.974879555e-07,autocorrelations,en,casual,yaoyi,t1
6.959783288,8.621690582e-07,autocorrelations,en,casual,yaoyi,t1
6.980620963,9.317948063e-07,autocorrelations,en,casual,yaoyi,t1
7.001458637,1.014405978e-06,autocorrelations,en,casual,yaoyi,t1
7.022296312,1.085643748e-06,autocorrelations,en,casual,yaoyi,t1
7.043133986,1.165023594e-06,autocorrelations,en,casual,yaoyi,t1
7.063971661,1.243078266e-06,autocorrelations,en,casual,yaoyi,t1
7.084809335,1.306573948e-06,autocorrelations,en,casual,yaoyi,t1
7.10564701,1.371917729e-06,autocorrelations,en,casual,yaoyi,t1
7.126484684,1.427176011e-06,autocorrelations,en,casual,yaoyi,t1
7.147322359,1.470926946e-06,autocorrelations,en,casual,yaoyi,t1
7.168160033,1.516887672e-06,autocorrelations,en,casual,yaoyi,t1
7.188997708,1.549392136e-06,autocorrelations,en,casual,yaoyi,t1
7.209835382,1.576548249e-06,autocorrelations,en,casual,yaoyi,t1
7.230673057,1.603839745e-06,autocorrelations,en,casual,yaoyi,t1
7.251510731,1.61478511e-06,autocorrelations,en,casual,yaoyi,t1
7.272348406,1.627312008e-06,autocorrelations,en,casual,yaoyi,t1
7.29318608,1.634418378e-06,autocorrelations,en,casual,yaoyi,t1
7.314023755,1.633711868e-06,autocorrelations,en,casual,yaoyi,t1
7.334861429,1.637759014e-06,autocorrelations,en,casual,yaoyi,t1
7.355699104,1.633385657e-06,autocorrelations,en,casual,yaoyi,t1
7.376536778,1.626974454e-06,autocorrelations,en,casual,yaoyi,t1
7.397374453,1.624049315e-06,autocorrelations,en,casual,yaoyi,t1
7.418212128,1.608645569e-06,autocorrelations,en,casual,yaoyi,t1
7.439049802,1.595559526e-06,autocorrelations,en,casual,yaoyi,t1
7.459887477,1.575451014e-06,autocorrelations,en,casual,yaoyi,t1
7.480725151,1.542151697e-06,autocorrelations,en,casual,yaoyi,t1
7.501562826,1.509006655e-06,autocorrelations,en,casual,yaoyi,t1
7.5224005,1.465186509e-06,autocorrelations,en,casual,yaoyi,t1
7.543238175,1.416035054e-06,autocorrelations,en,casual,yaoyi,t1
7.564075849,1.372046372e-06,autocorrelations,en,casual,yaoyi,t1
7.584913524,1.321069945e-06,autocorrelations,en,casual,yaoyi,t1
7.605751198,1.275294545e-06,autocorrelations,en,casual,yaoyi,t1
7.626588873,1.2308833e-06,autocorrelations,en,casual,yaoyi,t1
7.647426547,1.178620757e-06,autocorrelations,en,casual,yaoyi,t1
7.668264222,1.128101873e-06,autocorrelations,en,casual,yaoyi,t1
7.689101896,1.071687452e-06,autocorrelations,en,casual,yaoyi,t1
7.709939571,1.00858745e-06,autocorrelations,en,casual,yaoyi,t1
7.730777245,9.46132475e-07,autocorrelations,en,casual,yaoyi,t1
7.75161492,8.753071394e-07,autocorrelations,en,casual,yaoyi,t1
7.772452594,8.010869896e-07,autocorrelations,en,casual,yaoyi,t1
7.793290269,7.264699048e-07,autocorrelations,en,casual,yaoyi,t1
7.814127943,6.428975507e-07,autocorrelations,en,casual,yaoyi,t1
7.834965618,5.617799241e-07,autocorrelations,en,casual,yaoyi,t1
7.855803292,4.751151695e-07,autocorrelations,en,casual,yaoyi,t1
7.876640967,3.851006209e-07,autocorrelations,en,casual,yaoyi,t1
7.897478641,2.945357674e-07,autocorrelations,en,casual,yaoyi,t1
7.918316316,1.962886643e-07,autocorrelations,en,casual,yaoyi,t1
7.93915399,9.911240638e-08,autocorrelations,en,casual,yaoyi,t1
7.959991665,1.007843646e-09,autocorrelations,en,casual,yaoyi,t1
7.980829339,-9.782028692e-08,autocorrelations,en,casual,yaoyi,t1
8.001667014,-1.87299599e-07,autocorrelations,en,casual,yaoyi,t1
8.022504688,-2.754499897e-07,autocorrelations,en,casual,yaoyi,t1
8.043342363,-3.567668067e-07,autocorrelations,en,casual,yaoyi,t1
8.064180038,-4.308484368e-07,autocorrelations,en,casual,yaoyi,t1
8.085017712,-5.073770239e-07,autocorrelations,en,casual,yaoyi,t1
8.105855387,-5.78586947e-07,autocorrelations,en,casual,yaoyi,t1
8.126693061,-6.50662498e-07,autocorrelations,en,casual,yaoyi,t1
8.147530736,-7.283316414e-07,autocorrelations,en,casual,yaoyi,t1
8.16836841,-8.009889665e-07,autocorrelations,en,casual,yaoyi,t1
8.189206085,-8.776272952e-07,autocorrelations,en,casual,yaoyi,t1
8.210043759,-9.543295819e-07,autocorrelations,en,casual,yaoyi,t1
8.230881434,-1.021191503e-06,autocorrelations,en,casual,yaoyi,t1
8.251719108,-1.088065813e-06,autocorrelations,en,casual,yaoyi,t1
8.272556783,-1.147743919e-06,autocorrelations,en,casual,yaoyi,t1
8.293394457,-1.199998771e-06,autocorrelations,en,casual,yaoyi,t1
8.314232132,-1.255463038e-06,autocorrelations,en,casual,yaoyi,t1
8.335069806,-1.304340549e-06,autocorrelations,en,casual,yaoyi,t1
8.355907481,-1.349845475e-06,autocorrelations,en,casual,yaoyi,t1
8.376745155,-1.399791382e-06,autocorrelations,en,casual,yaoyi,t1
8.39758283,-1.436287073e-06,autocorrelations,en,casual,yaoyi,t1
8.418420504,-1.470044593e-06,autocorrelations,en,casual,yaoyi,t1
8.439258179,-1.499900834e-06,autocorrelations,en,casual,yaoyi,t1
8.460095853,-1.518001749e-06,autocorrelations,en,casual,yaoyi,t1
8.480933528,-1.536272661e-06,autocorrelations,en,casual,yaoyi,t1
8.501771202,-1.550910787e-06,autocorrelations,en,casual,yaoyi,t1
8.522608877,-1.560433837e-06,autocorrelations,en,casual,yaoyi,t1
8.543446551,-1.578268877e-06,autocorrelations,en,casual,yaoyi,t1
8.564284226,-1.591323659e-06,autocorrelations,en,casual,yaoyi,t1
8.5851219,-1.602743539e-06,autocorrelations,en,casual,yaoyi,t1
8.605959575,-1.616485787e-06,autocorrelations,en,casual,yaoyi,t1
8.626797249,-1.619017237e-06,autocorrelations,en,casual,yaoyi,t1
8.647634924,-1.613360786e-06,autocorrelations,en,casual,yaoyi,t1
8.668472598,-1.59940079e-06,autocorrelations,en,casual,yaoyi,t1
8.689310273,-1.567474539e-06,autocorrelations,en,casual,yaoyi,t1
8.710147947,-1.531115354e-06,autocorrelations,en,casual,yaoyi,t1
8.730985622,-1.488584252e-06,autocorrelations,en,casual,yaoyi,t1
8.751823297,-1.435677763e-06,autocorrelations,en,casual,yaoyi,t1
8.772660971,-1.39404272e-06,autocorrelations,en,casual,yaoyi,t1
8.793498646,-1.346980902e-06,autocorrelations,en,casual,yaoyi,t1
8.81433632,-1.302883472e-06,autocorrelations,en,casual,yaoyi,t1
8.835173995,-1.267752426e-06,autocorrelations,en,casual,yaoyi,t1
8.856011669,-1.222403986e-06,autocorrelations,en,casual,yaoyi,t1
8.876849344,-1.178817184e-06,autocorrelations,en,casual,yaoyi,t1
8.897687018,-1.132846468e-06,autocorrelations,en,casual,yaoyi,t1
8.918524693,-1.070087295e-06,autocorrelations,en,casual,yaoyi,t1
8.939362367,-1.010487976e-06,autocorrelations,en,casual,yaoyi,t1
8.960200042,-9.379268664e-07,autocorrelations,en,casual,yaoyi,t1
8.981037716,-8.541982366e-07,autocorrelations,en,casual,yaoyi,t1
9.001875391,-7.758279512e-07,autocorrelations,en,casual,yaoyi,t1
9.022713065,-6.872480289e-07,autocorrelations,en,casual,yaoyi,t1
9.04355074,-5.971603659e-07,autocorrelations,en,casual,yaoyi,t1
9.064388414,-5.176369813e-07,autocorrelations,en,casual,yaoyi,t1
9.085226089,-4.275291339e-07,autocorrelations,en,casual,yaoyi,t1
9.106063763,-3.463044974e-07,autocorrelations,en,casual,yaoyi,t1
9.126901438,-2.696921862e-07,autocorrelations,en,casual,yaoyi,t1
9.147739112,-1.814915134e-07,autocorrelations,en,casual,yaoyi,t1
9.168576787,-1.079934743e-07,autocorrelations,en,casual,yaoyi,t1
9.189414461,-3.111566028e-08,autocorrelations,en,casual,yaoyi,t1
9.210252136,5.490400885e-08,autocorrelations,en,casual,yaoyi,t1
9.23108981,1.248357006e-07,autocorrelations,en,casual,yaoyi,t1
9.251927485,2.090586136e-07,autocorrelations,en,casual,yaoyi,t1
9.272765159,2.954428936e-07,autocorrelations,en,casual,yaoyi,t1
9.293602834,3.686818163e-07,autocorrelations,en,casual,yaoyi,t1
9.314440508,4.616839644e-07,autocorrelations,en,casual,yaoyi,t1
9.335278183,5.424057342e-07,autocorrelations,en,casual,yaoyi,t1
9.356115857,6.175458507e-07,autocorrelations,en,casual,yaoyi,t1
9.376953532,7.068594896e-07,autocorrelations,en,casual,yaoyi,t1
9.397791207,7.732705594e-07,autocorrelations,en,casual,yaoyi,t1
9.418628881,8.430827594e-07,autocorrelations,en,casual,yaoyi,t1
9.439466556,9.181452279e-07,autocorrelations,en,casual,yaoyi,t1
9.46030423,9.659411591e-07,autocorrelations,en,casual,yaoyi,t1
9.481141905,1.028712552e-06,autocorrelations,en,casual,yaoyi,t1
9.501979579,1.086940917e-06,autocorrelations,en,casual,yaoyi,t1
9.522817254,1.130166699e-06,autocorrelations,en,casual,yaoyi,t1
9.543654928,1.196109894e-06,autocorrelations,en,casual,yaoyi,t1
9.564492603,1.248353918e-06,autocorrelations,en,casual,yaoyi,t1
9.585330277,1.296961749e-06,autocorrelations,en,casual,yaoyi,t1
9.606167952,1.3646988e-06,autocorrelations,en,casual,yaoyi,t1
9.627005626,1.402899628e-06,autocorrelations,en,casual,yaoyi,t1
9.647843301,1.445821069e-06,autocorrelations,en,casual,yaoyi,t1
9.668680975,1.487979619e-06,autocorrelations,en,casual,yaoyi,t1
9.68951865,1.498867759e-06,autocorrelations,en,casual,yaoyi,t1
9.710356324,1.52137366e-06,autocorrelations,en,casual,yaoyi,t1
9.731193999,1.530518711e-06,autocorrelations,en,casual,yaoyi,t1
9.752031673,1.524279233e-06,autocorrelations,en,casual,yaoyi,t1
9.772869348,1.540403883e-06,autocorrelations,en,casual,yaoyi,t1
9.793707022,1.540993433e-06,autocorrelations,en,casual,yaoyi,t1
9.814544697,1.544821048e-06,autocorrelations,en,casual,yaoyi,t1
9.835382371,1.561625683e-06,autocorrelations,en,casual,yaoyi,t1
9.856220046,1.554464117e-06,autocorrelations,en,casual,yaoyi,t1
9.87705772,1.55194272e-06,autocorrelations,en,casual,yaoyi,t1
9.897895395,1.54458051e-06,autocorrelations,en,casual,yaoyi,t1
9.918733069,1.512833799e-06,autocorrelations,en,casual,yaoyi,t1
9.939570744,1.489410787e-06,autocorrelations,en,casual,yaoyi,t1
